  Time     J     Dist    Inhib     Conc     Size
   204     4  30.1974   0.4800   0.0563   8.5759
   204     5  39.3631   0.4800   0.0527   9.2123
   204     6  48.9090   0.3200   0.0339   9.5458
   204     7  56.1128   0.1555   0.0219   7.1612
   205     1   6.2388   5.0000   0.8014   6.2556
   205     2  13.8463   2.0000   0.2635   7.6266
   205     3  22.6500   0.7200   0.0821   8.8186
   205     4  31.8055   0.4800   0.0527   9.2047
   205     5  36.9116   0.2880   0.0575   5.0595
   205     6  41.9711   0.1920   0.0384   5.0616
   205     7  47.2159   0.1920   0.0370   5.2450
   205     8  52.4652   0.1280   0.0246   5.2508
   205     9  60.2004   0.1555   0.0203   7.7356
   206     1   6.4079   5.0000   0.7803   6.4250
   206     2  14.3780   2.0000   0.2515   7.9897
   206     3  23.9367   0.7200   0.0756   9.6220
   206     4  29.0390   0.2880   0.0576   5.0557
   206     5  34.0947   0.1920   0.0384   5.0578
   206     6  39.6921   0.2880   0.0520   5.5959
   206     7  45.3085   0.1920   0.0345   5.6184
   206     8  51.1115   0.1920   0.0334   5.8031
   206     9  56.9327   0.1280   0.0222   5.8225
   206    10  65.2442   0.1555   0.0188   8.3119
   207     1   6.5806   5.0000   0.7598   6.5981
   207     2  14.9212   2.0000   0.2403   8.3605
   207     3  20.1714   0.4320   0.0829   5.2634
   207     4  25.4466   0.2880   0.0551   5.2782
   207     5  31.0383   0.2880   0.0520   5.5921
   207     6  36.6509   0.1920   0.0345   5.6145
   207     7  42.7902   0.2880   0.0473   6.1379
   207     8  48.9675   0.1920   0.0314   6.1791
   207     9  55.3324   0.1920   0.0304   6.3650
   207    10  61.7280   0.1280   0.0202   6.3969
   208     1   6.7572   5.0000   0.7400   6.7750
   208     2  15.4756   2.0000   0.2299   8.7387
   208     3  21.2364   0.4320   0.0755   5.7741
   208     4  27.0507   0.2880   0.0500   5.8170
   208     5  33.1844   0.2880   0.0474   6.1340
   208     6  39.3578   0.1920   0.0314   6.1752
   208     7  46.0437   0.2880   0.0434   6.6845
   208     8  52.7851   0.1920   0.0287   6.7431
   208     9  59.7150   0.1920   0.0279   6.9300
   208    10  66.6873   0.1280   0.0185   6.9734
   209     1   6.9375   5.0000   0.7207   6.9558
   209     2  16.1635   2.0000   0.2172   9.3077
   209     3  22.5032   0.4320   0.0692   6.2917
   209     4  28.8616   0.2880   0.0457   6.3609
   209     5  35.5419   0.2880   0.0435   6.6806
   209     6  42.2795   0.1920   0.0287   6.7392
   209     7  49.5159   0.2880   0.0401   7.2352
   209     8  56.8243   0.1920   0.0265   7.3099
   209     9  64.3219   0.1920   0.0258   7.4977
   210     1   7.1218   5.0000   0.7021   7.1405
   210     2  12.1818   1.2000   0.2380   5.0789
   210     3  17.2667   0.8000   0.1585   5.0910
   210     4  24.0732   0.4320   0.0639   6.8154
   210     5  30.9801   0.2880   0.0420   6.9093
   210     6  38.2111   0.2880   0.0401   7.2312
   210     7  45.5156   0.1920   0.0265   7.3060
   210     8  53.3061   0.2880   0.0372   7.7893
   210     9  61.1838   0.1920   0.0245   7.8792
   210    10  69.2514   0.1920   0.0240   8.0677
   211     1   7.3100   5.0000   0.6840   7.3291
   211     2  12.7515   1.2000   0.2213   5.4612
   211     3  18.2791   0.8000   0.1458   5.5335
   211     4  25.6151   0.4320   0.0592   7.3444
   211     5  33.0743   0.2880   0.0389   7.4614
   211     6  40.8594   0.2880   0.0373   7.7853
   211     7  48.7332   0.1920   0.0246   7.8753
   211     8  57.0808   0.2880   0.0347   8.3464
   211     9  65.5300   0.1920   0.0229   8.4505
   211    10  74.1696   0.1920   0.0224   8.6396
   212     1   7.5023   5.0000   0.6665   7.5217
   212     2  13.3367   1.2000   0.2064   5.8548
   212     3  19.3172   0.8000   0.1347   5.9863
   212     4  27.1874   0.4320   0.0552   7.8780
   212     5  35.2021   0.2880   0.0362   8.0168
   212     6  43.5444   0.2880   0.0348   8.3424
   212     7  51.9896   0.1920   0.0229   8.4466
   212     8  60.8970   0.2880   0.0325   8.9063
   212     9  69.9194   0.1920   0.0214   9.0237
   212    10  79.2178   0.1920   0.0208   9.3411
   213     1   7.6986   5.0000   0.6495   7.7185
   213     2  13.9366   1.2000   0.1930   6.2589
   213     3  20.3791   0.8000   0.1250   6.4483
   213     4  28.7875   0.4320   0.0517   8.4157
   213     5  37.3606   0.2880   0.0338   8.5751
   213     6  46.2627   0.2880   0.0326   8.9022
   213     7  55.2812   0.1920   0.0214   9.0198
   213     8  65.0571   0.2880   0.0296   9.8185
   213     9  75.0808   0.1920   0.0193  10.0237
   213    10  80.2586   0.1152   0.0227   5.1350
   214     1   7.8991   5.0000   0.6330   7.9193
   214     2  14.5504   1.2000   0.1810   6.6728
   214     3  21.4633   0.8000   0.1164   6.9185
   214     4  30.4135   0.4320   0.0485   8.9571
   214     5  39.5914   0.2880   0.0316   9.2236
   214     6  49.4059   0.2880   0.0296   9.8145
   214     7  59.4256   0.1920   0.0194  10.0198
   214     8  64.8708   0.1728   0.0323   5.4012
   214     9  70.2798   0.1152   0.0215   5.4103
   214    10  75.8075   0.1152   0.0211   5.5278
   214    11  76.1855   0.0768   0.0153   5.0119
   215     1   8.1037   5.0000   0.6170   8.1244
   215     2  15.1774   1.2000   0.1701   7.0957
   215     3  22.5682   0.8000   0.1089   7.3962
   215     4  32.4278   0.4320   0.0440   9.9114
   215     5  37.5395   0.1728   0.0345   5.0677
   215     6  42.6072   0.1152   0.0230   5.0690
   215     7  48.0075   0.1728   0.0323   5.3992
   215     8  53.4146   0.1152   0.0215   5.4083
   215     9  58.9403   0.1152   0.0211   5.5258
   215    10  60.3567   0.0768   0.0153   5.0099
   215    11  69.9156   0.1728   0.0292   5.9644
   215    12  75.8999   0.1152   0.0194   5.9855
   215    13  82.0034   0.1152   0.0191   6.1035
   216     1   8.3125   5.0000   0.6015   8.3336
   216     2  15.8171   1.2000   0.1604   7.5270
   216     3  23.6926   0.8000   0.1021   7.8807
   216     4  29.1258   0.2592   0.0481   5.4388
   216     5  34.5777   0.1728   0.0320   5.4538
   216     6  40.2063   0.1728   0.0310   5.6286
   216     7  45.8477   0.1152   0.0206   5.6427
   216     8  51.8111   0.1728   0.0293   5.9624
   216     9  57.7935   0.1152   0.0194   5.9835
   216    10  63.8949   0.1152   0.0191   6.1015
   216    11  60.3567   0.0768   0.0153   5.0099
   217     1   8.5256   5.0000   0.5865   8.5471
   217     2  16.4689   1.2000   0.1515   7.9660
   217     3  24.8351   0.8000   0.0961   8.3713
   217     4  30.8145   0.2592   0.0437   5.9849
   217     5  36.8301   0.1728   0.0290   6.0173
   217     6  43.0232   0.1728   0.0282   6.1932
   217     7  49.2410   0.1152   0.0187   6.2188
   217     8  55.7707   0.1728   0.0267   6.5288
   217     9  61.8753   0.1152   0.0179   6.4453
   218     1   8.7429   5.0000   0.5719   8.7649
   218     2  17.1322   1.2000   0.1434   8.4123
   218     3  25.9947   0.8000   0.0907   8.8675
   218     4  32.5248   0.2592   0.0400   6.5355
   218     5  39.1073   0.1728   0.0265   6.5840
   218     6  45.8680   0.1728   0.0258   6.7608
   218     7  50.9490   0.1152   0.0179   6.4499
   218     8  59.4157   0.1728   0.0245   7.0979
   219     1   8.9645   5.0000   0.5578   8.9869
   219     2  17.8066   1.2000   0.1361   8.8652
   219     3  27.4695   0.8000   0.0832   9.7173
   219     4  34.6038   0.2592   0.0368   7.0899
   219     5  41.7557   0.1728   0.0244   7.1534
   219     6  49.0866   0.1728   0.0238   7.3309
   219     7  50.9490   0.1152   0.0179   6.4499
   219     8  63.2058   0.1728   0.0227   7.6694
   220     1   9.8094   5.0000   0.5097   9.9094
   220     2  19.5117   1.2000   0.1250   9.7024
   220     3  24.8680   0.4800   0.0913   5.3061
   220     4  30.1903   0.3200   0.0607   5.3254
   220     5  37.8349   0.2592   0.0341   7.6476
   220     6  45.5587   0.1728   0.0225   7.7251
   220     7  53.4619   0.1728   0.0220   7.9032
   220     8  50.9490   0.1152   0.0179   6.4499
   220     9  68.1545   0.1728   0.0211   8.2429
   221     1   5.1041   5.0000   0.9796   5.1184
   221     2  10.3241   2.0000   0.3842   5.2349
   221     3  15.5800   0.7200   0.1378   5.2721
   221     4  20.8742   0.4800   0.0915   5.2985
   221     5  26.6819   0.4800   0.0834   5.8085
   221     6  32.5374   0.3200   0.0551   5.8584
   221     7  40.7430   0.2592   0.0318   8.2082
   221     8  49.0405   0.1728   0.0210   8.2987
   221     9  57.5179   0.1728   0.0205   8.4775
   221    10  50.9490   0.1152   0.0179   6.4499
   221    11  72.7858   0.1728   0.0197   8.8181
   222     1   5.2486   5.0000   0.9526   5.2632
   222     2  10.7649   2.0000   0.3635   5.5318
   222     3  16.4807   0.7200   0.1266   5.7321
   222     4  22.2774   0.4800   0.0835   5.8009
   222     5  28.5951   0.4800   0.0766   6.3184
   222     6  34.9892   0.3200   0.0505   6.3969
   222     7  43.7582   0.2592   0.0297   8.7714
   222     8  52.6312   0.1728   0.0196   8.8741
   222     9  61.6844   0.1728   0.0192   9.0533
   222    10  50.9490   0.1152   0.0179   6.4499
   222    11  77.7406   0.1728   0.0181   9.6486
   223     1   5.3962   5.0000   0.9266   5.4112
   223     2  11.2188   2.0000   0.3444   5.8388
   223     3  17.4040   0.7200   0.1170   6.2014
   223     4  23.7106   0.4800   0.0767   6.3106
   223     5  30.5446   0.4800   0.0708   6.8346
   223     6  37.4821   0.3200   0.0465   6.9402
   223     7  46.9904   0.2592   0.0274   9.5538
   223     8  56.7375   0.1728   0.0179   9.7470
   223     9  66.7908   0.1728   0.0174  10.0533
   223    10  50.9490   0.1152   0.0179   6.4499
   224     1   5.5470   5.0000   0.9014   5.5622
   224     2  11.6856   2.0000   0.3266   6.1555
   224     3  18.3486   0.7200   0.1086   6.6790
   224     4  25.1715   0.4800   0.0709   6.8267
   224     5  32.5275   0.4800   0.0657   7.3565
   224     6  40.0125   0.3200   0.0431   7.4875
   224     7  45.2633   0.1555   0.0299   5.2522
   224     8  50.5191   0.1037   0.0199   5.2570
   224     9  55.8879   0.1037   0.0195   5.3688
   224    10  58.9559   0.0691   0.0138   5.0235
   225     1   5.7010   5.0000   0.8770   5.7165
   225     2  12.1651   2.0000   0.3101   6.4816
   225     3  19.3134   0.7200   0.1012   7.1641
   225     4  26.6584   0.4800   0.0658   7.3486
   225     5  34.5413   0.4800   0.0613   7.8834
   225     6  42.5773   0.3200   0.0401   8.0383
   225     7  48.3939   0.1555   0.0270   5.8181
   226     1   5.8583   5.0000   0.8535   5.8742
   226     2  12.6571   2.0000   0.2949   6.8168
   226     3  20.2975   0.7200   0.0947   7.6559
   226     4  28.1694   0.4800   0.0614   7.8754
   226     5  36.5837   0.4800   0.0574   8.4147
   226     6  45.1738   0.3200   0.0375   8.5923
   226     7  51.5594   0.1555   0.0246   6.3871
   227     1   6.0190   5.0000   0.8307   6.0353
   227     2  13.1614   2.0000   0.2807   7.1608
   227     3  21.2999   0.7200   0.0888   8.1538
   227     4  29.7032   0.4800   0.0575   8.4066
   227     5  38.6528   0.4800   0.0540   8.9500
   227     6  47.8440   0.3200   0.0350   9.2375
   227     7  54.8454   0.1555   0.0225   6.9587
   228     1   6.1833   5.0000   0.8086   6.1999
   228     2  13.6776   2.0000   0.2675   7.5133
   228     3  22.3198   0.7200   0.0837   8.6571
   228     4  31.2585   0.4800   0.0540   8.9418
   228     5  41.1159   0.4800   0.0490   9.9037
   228     6  46.2346   0.1920   0.0383   5.0742
   228     7  51.3088   0.1280   0.0255   5.0756
   228     8  58.8407   0.1555   0.0208   7.5324
   229     1   6.3512   5.0000   0.7873   6.3681
   229     2  14.2057   2.0000   0.2552   7.8739
   229     3  23.4545   0.7200   0.0782   9.3124
   229     4  33.3038   0.4800   0.0492   9.8493
   229     5  38.7801   0.2880   0.0536   5.4300
   229     6  44.2246   0.1920   0.0356   5.4465
   229     7  49.8555   0.1920   0.0344   5.6310
   229     8  55.5006   0.1280   0.0229   5.6465
   229     9  63.6083   0.1555   0.0193   8.1081
   230     1   6.5227   5.0000   0.7666   6.5400
   230     2  14.7452   2.0000   0.2437   8.2424
   230     3  19.8389   0.4320   0.0854   5.1069
   230     4  24.9488   0.2880   0.0569   5.1129
   230     5  30.3477   0.2880   0.0539   5.3993
   230     6  35.7594   0.1920   0.0358   5.4137
   230     7  41.7312   0.2880   0.0487   5.9704
   230     8  47.7355   0.1920   0.0323   6.0061
   230     9  53.9272   0.1920   0.0313   6.1918
   230    10  60.1461   0.1280   0.0208   6.2201
   230    11  68.8311   0.1555   0.0180   8.6854
   231     1   6.6979   5.0000   0.7465   6.7157
   231     2  15.2960   2.0000   0.2331   8.6183
   231     3  20.8980   0.4320   0.0776   5.6152
   231     4  26.5451   0.2880   0.0515   5.6499
   231     5  32.4841   0.2880   0.0489   5.9393
   231     6  38.4553   0.1920   0.0324   5.9731
   231     7  44.9724   0.2880   0.0446   6.5156
   231     8  51.5398   0.1920   0.0295   6.5692
   231     9  58.2957   0.1920   0.0287   6.7559
   231    10  65.0905   0.1280   0.0190   6.7960
   232     1   6.8770   5.0000   0.7271   6.8951
   232     2  15.8579   2.0000   0.2231   9.0013
   232     3  21.9755   0.4320   0.0711   6.1308
   232     4  28.1652   0.2880   0.0469   6.1924
   232     5  34.6493   0.2880   0.0448   6.4843
   232     6  41.1835   0.1920   0.0296   6.5360
   232     7  48.2500   0.2880   0.0411   7.0651
   232     8  55.3836   0.1920   0.0271   7.1352
   232     9  62.7063   0.1920   0.0264   7.3228
   233     1   7.0600   5.0000   0.7082   7.0785
   233     2  16.9798   2.0000   0.2020  10.0013
   233     3  23.6801   0.4320   0.0655   6.6528
   233     4  30.4172   0.2880   0.0431   6.7394
   233     5  37.4505   0.2880   0.0413   7.0336
   233     6  44.5507   0.1920   0.0273   7.1018
   233     7  52.1702   0.2880   0.0381   7.6182
   233     8  59.8725   0.1920   0.0251   7.7037
   233     9  67.7645   0.1920   0.0245   7.8921
   234     1   7.2469   5.0000   0.6900   7.2658
   234     2  12.5694   1.2000   0.2263   5.3420
   234     3  17.9598   0.8000   0.1495   5.3964
   234     4  25.1314   0.4320   0.0606   7.1802
   234     5  32.4196   0.2880   0.0398   7.2905
   234     6  40.0059   0.2880   0.0382   7.5865
   234     7  47.6746   0.1920   0.0252   7.6702
   234     8  55.8503   0.2880   0.0355   8.1745
   234     9  64.1234   0.1920   0.0234   8.2745
   234    10  72.5868   0.1920   0.0228   8.4635
   235     1   7.4378   5.0000   0.6722   7.4571
   235     2  13.1498   1.2000   0.2108   5.7322
   235     3  18.9900   0.8000   0.1379   5.8461
   235     4  26.6945   0.4320   0.0564   7.7124
   235     5  34.5372   0.2880   0.0370   7.8449
   235     6  42.6796   0.2880   0.0356   8.1426
   235     7  50.9191   0.1920   0.0235   8.2408
   235     8  59.6537   0.2880   0.0332   8.7335
   235     9  68.4995   0.1920   0.0218   8.8471
   235    10  77.5362   0.1920   0.0214   9.0367
   236     1   7.6328   5.0000   0.6551   7.6525
   236     2  13.7451   1.2000   0.1970   6.1332
   236     3  20.0447   0.8000   0.1278   6.3054
   236     4  28.2861   0.4320   0.0527   8.2489
   236     5  36.6865   0.2880   0.0345   8.4023
   236     6  45.3878   0.2880   0.0333   8.7015
   236     7  54.1998   0.1920   0.0219   8.8134
   236     8  63.6711   0.2880   0.0306   9.5140
   236     9  73.3904   0.1920   0.0200   9.7192
   236    10  83.4271   0.1920   0.0193  10.0367
   237     1   7.8318   5.0000   0.6384   7.8520
   237     2  14.3546   1.2000   0.1845   6.5441
   237     3  21.1221   0.8000   0.1189   6.7732
   237     4  29.9043   0.4320   0.0495   8.7892
   237     5  38.8648   0.2880   0.0323   8.9624
   237     6  48.2589   0.2880   0.0308   9.4380
   237     7  57.9017   0.1920   0.0201   9.6429
   237     8  63.1765   0.1728   0.0334   5.2307
   237     9  68.4112   0.1152   0.0222   5.2360
   237    10  73.7644   0.1152   0.0218   5.3533
   237    11  76.0433   0.0768   0.0153   5.0096
   238     1   8.0351   5.0000   0.6223   8.0556
   238     2  14.9775   1.2000   0.1734   6.9643
   238     3  22.2207   0.8000   0.1111   7.2487
   238     4  31.7749   0.4320   0.0454   9.6063
   238     5  41.6934   0.2880   0.0293   9.9186
   238     6  46.9242   0.1728   0.0337   5.1868
   238     7  52.1136   0.1152   0.0224   5.1907
   238     8  57.4214   0.1152   0.0219   5.3078
   238     9  60.6893   0.0768   0.0153   5.0214
   238    10  68.2366   0.1728   0.0301   5.7928
   238    11  74.0458   0.1152   0.0200   5.8104
   238    12  79.9740   0.1152   0.0196   5.9283
   239     1   8.2425   5.0000   0.6066   8.2634
   239     2  15.6133   1.2000   0.1633   7.3931
   239     3  23.3391   0.8000   0.1041   7.7311
   239     4  28.6068   0.2592   0.0497   5.2734
   239     5  33.8878   0.1728   0.0331   5.2829
   239     6  39.3451   0.1728   0.0320   5.4574
   239     7  44.8116   0.1152   0.0213   5.4678
   239     8  50.5612   0.1728   0.0304   5.7486
   239     9  56.3250   0.1152   0.0202   5.7650
   239    10  62.2075   0.1152   0.0198   5.8826
   239    11  60.6893   0.0768   0.0153   5.0214
   239    12  73.5882   0.1728   0.0274   6.3583
   240     1   8.4541   5.0000   0.5914   8.4755
   240     2  16.2613   1.2000   0.1541   7.8298
   240     3  24.4760   0.8000   0.0979   8.2199
   240     4  30.2884   0.2592   0.0450   5.8179
   240     5  36.1320   0.1728   0.0299   5.8453
   240     6  42.1529   0.1728   0.0290   6.0209
   240     7  48.1949   0.1152   0.0192   6.0432
   240     8  54.5097   0.1728   0.0276   6.3138
   240     9  60.8502   0.1152   0.0183   6.3416
   240    10  67.3098   0.1152   0.0180   6.4018
   241     1   8.6700   5.0000   0.5767   8.6918
   241     2  16.9210   1.2000   0.1458   8.2739
   241     3  25.6304   0.8000   0.0923   8.7144
   241     4  31.9922   0.2592   0.0411   6.3672
   241     5  38.4017   0.1728   0.0272   6.4111
   241     6  44.9893   0.1728   0.0265   6.5877
   241     7  50.9240   0.1152   0.0179   6.4474
   241     8  58.3185   0.1728   0.0253   6.8820
   242     1   8.8902   5.0000   0.5624   8.9125
   242     2  17.5919   1.2000   0.1383   8.7248
   242     3  26.9509   0.8000   0.0859   9.4137
   242     4  33.9160   0.2592   0.0378   6.9205
   242     5  40.8942   0.1728   0.0250   6.9797
   242     6  48.0512   0.1728   0.0243   7.1571
   242     7  50.9240   0.1152   0.0179   6.4474
   242     8  61.9510   0.1728   0.0234   7.4526
   243     1   9.5019   5.0000   0.5262   9.6019
   243     2  18.8462   1.2000   0.1298   9.3443
   243     3  24.0518   0.4800   0.0940   5.1551
   243     4  29.2135   0.3200   0.0626   5.1649
   243     5  36.6877   0.2592   0.0349   7.4773
   243     6  44.2371   0.1728   0.0231   7.5507
   243     7  51.9657   0.1728   0.0225   7.7288
   243     8  50.9240   0.1152   0.0179   6.4474
   243     9  66.4383   0.1728   0.0217   8.0253
   244     1   5.0576   5.0000   0.9886   5.0718
   244     2  10.1870   2.0000   0.3910   5.1440
   244     3  15.2828   0.7200   0.1421   5.1121
   244     4  20.3994   0.4800   0.0946   5.1210
   244     5  26.0536   0.4800   0.0856   5.6551
   244     6  31.7466   0.3200   0.0567   5.6960
   244     7  39.7810   0.2592   0.0325   8.0371
   244     8  47.9035   0.1728   0.0214   8.1238
   244     9  56.2059   0.1728   0.0210   8.3024
   244    10  50.9240   0.1152   0.0179   6.4474
   244    11  71.2531   0.1728   0.0202   8.5999
   245     1   5.2011   5.0000   0.9613   5.2156
   245     2  10.6236   2.0000   0.3698   5.4378
   245     3  16.1758   0.7200   0.1304   5.5685
   245     4  21.7919   0.4800   0.0862   5.6204
   245     5  27.9539   0.4800   0.0785   6.1628
   245     6  34.1841   0.3200   0.0518   6.2330
   245     7  42.7811   0.2592   0.0303   8.5995
   245     8  51.4786   0.1728   0.0200   8.6987
   245     9  60.3563   0.1728   0.0196   8.8778
   245    10  50.9240   0.1152   0.0179   6.4474
   245    11  76.0644   0.1728   0.0188   9.3031
   246     1   5.3477   5.0000   0.9350   5.3625
   246     2  11.0733   2.0000   0.3502   5.7416
   246     3  17.0917   0.7200   0.1202   6.0346
   246     4  23.2152   0.4800   0.0790   6.1276
   246     5  29.8918   0.4800   0.0724   6.6772
   246     6  36.6639   0.3200   0.0476   6.7748
   246     7  45.8694   0.2592   0.0283   9.2511
   246     8  55.3138   0.1728   0.0185   9.4444
   246     9  65.0645   0.1728   0.0179   9.7507
   246    10  50.9240   0.1152   0.0179   6.4474
   246    11  76.6709   0.1037   0.0205   5.1165
   247     1   5.4974   5.0000   0.9095   5.5126
   247     2  11.5360   2.0000   0.3320   6.0553
   247     3  18.0294   0.7200   0.1114   6.5094
   247     4  24.6671   0.4800   0.0728   6.6415
   247     5  31.8639   0.4800   0.0672   7.1975
   247     6  39.1824   0.3200   0.0440   7.3210
   247     7  44.2627   0.1555   0.0309   5.0818
   247     8  49.3445   0.1037   0.0206   5.0830
   247     9  54.5392   0.1037   0.0202   5.1947
   247    10  58.8834   0.0691   0.0138   5.0222
   247    11  64.9320   0.1037   0.0195   5.3707
   248     1   5.6503   5.0000   0.8849   5.6658
   248     2  12.0115   2.0000   0.3152   6.3785
   248     3  18.9876   0.7200   0.1037   6.9919
   248     4  26.1454   0.4800   0.0675   7.1614
   248     5  33.8678   0.4800   0.0626   7.7229
   248     6  41.7362   0.3200   0.0409   7.8708
   248     7  47.3813   0.1555   0.0278   5.6466
   248     8  53.0395   0.1037   0.0185   5.6593
   248     9  58.8110   0.1037   0.0181   5.7715
   249     1   5.8066   5.0000   0.8611   5.8224
   249     2  12.4996   2.0000   0.2995   6.7109
   249     3  19.9655   0.7200   0.0969   7.4814
   249     4  27.6485   0.4800   0.0629   7.6865
   249     5  35.9010   0.4800   0.0585   8.2529
   249     6  44.3226   0.3200   0.0382   8.4239
   249     7  50.5358   0.1555   0.0253   6.2147
   250     1   5.9662   5.0000   0.8381   5.9823
   250     2  13.0000   2.0000   0.2850   7.0522
   250     3  20.9619   0.7200   0.0908   7.9772
   250     4  29.1748   0.4800   0.0588   8.2162
   250     5  37.9614   0.4800   0.0550   8.7870
   250     6  46.9391   0.3200   0.0359   8.9798
   250     7  53.7232   0.1555   0.0231   6.7856
   251     1   6.1293   5.0000   0.8158   6.1458
   251     2  13.5125   2.0000   0.2715   7.4021
   251     3  21.9762   0.7200   0.0854   8.4787
   251     4  30.7231   0.4800   0.0552   8.7501
   251     5  40.2783   0.4800   0.0505   9.6017
   251     6  50.2139   0.3200   0.0325   9.9355
   251     7  57.6152   0.1555   0.0213   7.3587
   252     1   6.2960   5.0000   0.7942   6.3128
   252     2  14.0368   2.0000   0.2589   7.7602
   252     3  23.0074   0.7200   0.0806   8.9853
   252     4  32.4767   0.4800   0.0510   9.5184
   252     5  37.7911   0.2880   0.0552   5.2680
   252     6  43.0675   0.1920   0.0368   5.2784
   252     7  48.5299   0.1920   0.0355   5.4626
   252     8  54.0025   0.1280   0.0236   5.4740
   252     9  61.9358   0.1555   0.0197   7.9338
   253     1   6.4663   5.0000   0.7732   6.4835
   253     2  14.5727   2.0000   0.2472   8.1262
   253     3  24.4459   0.7200   0.0732   9.9362
   253     4  29.7152   0.2880   0.0557   5.2228
   253     5  34.9443   0.1920   0.0371   5.2312
   253     6  40.7525   0.2880   0.0501   5.8067
   253     7  46.5874   0.1920   0.0332   5.8368
   253     8  52.6095   0.1920   0.0322   6.0222
   253     9  58.6551   0.1280   0.0214   6.0468
   253    10  67.1653   0.1555   0.0184   8.5106
   254     1   6.6403   5.0000   0.7530   6.6579
   254     2  15.1200   2.0000   0.2363   8.4998
   254     3  20.5298   0.4320   0.0804   5.4230
   254     4  25.9734   0.2880   0.0534   5.4464
   254     5  31.7341   0.2880   0.0505   5.7610
   254     6  37.5214   0.1920   0.0335   5.7893
   254     7  43.8734   0.2880   0.0457   6.3506
   254     8  50.2705   0.1920   0.0303   6.3989
   254     9  56.8558   0.1920   0.0294   6.5854
   254    10  63.4767   0.1280   0.0195   6.6220
   255     1   6.8181   5.0000   0.7333   6.8361
   255     2  15.6784   2.0000   0.2262   8.8806
   255     3  21.6012   0.4320   0.0734   5.9360
   255     4  27.5854   0.2880   0.0485   5.9869
   255     5  33.8897   0.2880   0.0461   6.3045
   255     6  40.2389   0.1920   0.0305   6.3510
   255     7  47.1391   0.2880   0.0421   6.8988
   255     8  54.1015   0.1920   0.0278   6.9641
   255     9  61.2530   0.1920   0.0271   7.1515
   256     1   6.9998   5.0000   0.7143   7.0182
   256     2  16.5532   2.0000   0.2098   9.6350
   256     3  23.0566   0.4320   0.0675   6.4557
   256     4  29.5864   0.2880   0.0445   6.5323
   256     5  36.4386   0.2880   0.0424   6.8524
   256     6  43.3530   0.1920   0.0280   6.9160
   256     7  50.8051   0.2880   0.0389   7.4509
   256     8  58.3355   0.1920   0.0257   7.5319
   256     9  66.0555   0.1920   0.0251   7.7201
   257     1   7.1854   5.0000   0.6959   7.2042
   257     2  12.3724   1.2000   0.2322   5.2062
   257     3  17.6028   0.8000   0.1541   5.2364
   257     4  24.5752   0.4320   0.0624   6.9811
   257     5  31.6547   0.2880   0.0410   7.0819
   257     6  39.0588   0.2880   0.0392   7.4042
   257     7  46.5408   0.1920   0.0259   7.4836
   257     8  54.5483   0.2880   0.0362   8.0063
   257     9  62.6488   0.1920   0.0239   8.1020
   257    10  70.9397   0.1920   0.0233   8.2909
   258     1   7.3750   5.0000   0.6780   7.3942
   258     2  12.9475   1.2000   0.2161   5.5924
   258     3  18.6240   0.8000   0.1419   5.6825
   258     4  26.1274   0.4320   0.0579   7.5116
   258     5  33.7604   0.2880   0.0380   7.6351
   258     6  41.7195   0.2880   0.0364   7.9593
   258     7  49.7715   0.1920   0.0240   8.0535
   258     8  58.3372   0.2880   0.0338   8.5645
   258     9  67.0099   0.1920   0.0223   8.6741
   258    10  75.8735   0.1920   0.0218   8.8636
   259     1   7.5687   5.0000   0.6606   7.5883
   259     2  13.5377   1.2000   0.2017   5.9896
   259     3  19.6703   0.8000   0.1313   6.1384
   259     4  27.7092   0.4320   0.0540   8.0466
   259     5  35.8986   0.2880   0.0354   8.1915
   259     6  44.4157   0.2880   0.0340   8.5173
   259     7  53.0398   0.1920   0.0224   8.6254
   259     8  62.2100   0.2880   0.0316   9.2129
   259     9  71.6282   0.1920   0.0206   9.4182
   259    10  81.3639   0.1920   0.0199   9.7357
   260     1   7.7664   5.0000   0.6438   7.7864
   260     2  14.1423   1.2000   0.1888   6.3971
   260     3  20.7399   0.8000   0.1220   6.6032
   260     4  29.3181   0.4320   0.0506   8.5855
   260     5  38.0668   0.2880   0.0331   8.7506
   260     6  47.1445   0.2880   0.0319   9.1217
   260     7  56.4714   0.1920   0.0208   9.3269
   260     8  61.5778   0.1728   0.0345   5.0623
   260     9  66.6401   0.1152   0.0230   5.0637
   260    10  71.8209   0.1152   0.0225   5.1808
   260    11  75.8676   0.0768   0.0153   5.0091
   261     1   7.9683   5.0000   0.6275   7.9887
   261     2  14.7607   1.2000   0.1772   6.8141
   261     3  21.8312   0.8000   0.1138   7.0760
   261     4  30.9979   0.4320   0.0474   9.2191
   261     5  40.5290   0.2880   0.0305   9.5311
   261     6  45.6399   0.1728   0.0345   5.0109
   261     7  50.6507   0.1152   0.0230   5.0109
   261     8  55.7214   0.1152   0.0227   5.1279
   261     9  60.4246   0.0768   0.0153   5.0134
   261    10  66.3590   0.1728   0.0310   5.6233
   261    11  71.9951   0.1152   0.0206   5.6373
   261    12  77.7501   0.1152   0.0202   5.7550
   262     1   8.1743   5.0000   0.6117   8.1951
   262     2  15.3921   1.2000   0.1667   7.2399
   262     3  22.9427   0.8000   0.1066   7.5560
   262     4  28.0006   0.2592   0.0517   5.0635
   262     5  33.0641   0.1728   0.0345   5.0654
