    J           age   Dist      Z            Do          Size             Y   Conc
  191   0.00  56.00  69.38  69.38   0.58   8.69  56.00   8.69   0.00   0.16   0.02
  192   0.00  50.90  54.23  54.23   0.58   5.78  50.90   5.78   0.00   0.10   0.02
  193   0.00  50.70  59.32  59.32   0.58   5.77  50.70   5.77   0.00   0.10   0.02
  194   0.00  49.40  58.96  58.96   0.58   5.02  49.40   5.02   0.00   0.07   0.01
  195   0.00  50.40  68.89  68.89   0.58   5.78  50.40   5.78   0.00   0.10   0.02
  196   0.00  49.10  67.85  67.85   0.58   5.03  49.10   5.03   0.00   0.07   0.01
  197   0.00  43.50  50.95  50.95   0.58   6.45  43.50   6.45   0.00   0.12   0.02
  198   0.00  49.80  83.28  83.28   0.58   5.77  49.80   5.77   0.00   0.10   0.02
  199   0.00  48.50  81.25  81.25   0.58   5.02  48.50   5.02   0.00   0.07   0.01
  200   0.00  42.90  61.88  61.88   0.58   6.45  42.90   6.45   0.00   0.12   0.02
  201   0.00  42.70  67.47  67.47   0.58   6.45  42.70   6.45   0.00   0.12   0.02
  202   0.00  40.20  60.36  60.36   0.58   5.01  40.20   5.01   0.00   0.08   0.02
  203   0.00  48.80 106.75 106.75   0.58   5.77  48.80   5.77   0.00   0.10   0.02
  204   0.00  47.50 103.78 103.78   0.58   5.03  47.50   5.03   0.00   0.07   0.01
  205   0.00  41.90  81.38  81.38   0.58   6.45  41.90   6.45   0.00   0.12   0.02
  206   0.00  41.70  86.64  86.64   0.58   6.45  41.70   6.45   0.00   0.12   0.02
  207   0.00  39.20  76.19  76.19   0.58   5.01  39.20   5.01   0.00   0.08   0.02
  208   0.00  41.30  95.39  95.39   0.58   6.40  41.30   6.40   0.00   0.12   0.02
  209   0.00  38.90  84.75  84.75   0.58   5.02  38.90   5.02   0.00   0.08   0.02
  210   0.00  34.50  68.69  68.69   0.58   7.15  34.50   7.15   0.00   0.13   0.02
  211   0.00  55.90  68.97  68.97   0.58   8.66  55.90   8.66   0.00   0.16   0.02
  212   0.00  50.90  54.34  54.34   0.58   5.81  50.90   5.81   0.00   0.10   0.02
  213   0.00  50.70  59.43  59.43   0.58   5.77  50.70   5.77   0.00   0.10   0.02
  214   0.00  49.40  58.96  58.96   0.58   5.03  49.40   5.03   0.00   0.07   0.01
  215   0.00  50.40  69.00  69.00   0.58   5.78  50.40   5.78   0.00   0.10   0.02
  216   0.00  49.10  67.96  67.96   0.58   5.03  49.10   5.03   0.00   0.07   0.01
  217   0.00  43.50  51.01  51.01   0.58   6.45  43.50   6.45   0.00   0.12   0.02
  218   0.00  49.80  83.40  83.40   0.58   5.78  49.80   5.78   0.00   0.10   0.02
  219   0.00  48.50  81.36  81.36   0.58   5.03  48.50   5.03   0.00   0.07   0.01
  220   0.00  42.90  61.94  61.94   0.58   6.45  42.90   6.45   0.00   0.12   0.02
  221   0.00  42.70  67.54  67.54   0.58   6.45  42.70   6.45   0.00   0.12   0.02
  222   0.00  40.20  60.43  60.43   0.58   5.01  40.20   5.01   0.00   0.08   0.02
  223   0.00  48.70 106.26 106.26   0.58   5.77  48.70   5.77   0.00   0.10   0.02
  224   0.00  47.40 103.34 103.34   0.58   5.02  47.40   5.02   0.00   0.07   0.01
  225   0.00  41.80  80.93  80.93   0.58   6.44  41.80   6.44   0.00   0.12   0.02
